-1.388289276490862E+01,-1.236270784147440E+01,1.342427650700560E-01
-1.380523326583740E+01,-1.245607040399348E+01,1.328917263603410E-01
-1.372438400860418E+01,-1.255201455361992E+01,1.314890260762348E-01
-1.364556399904492E+01,-1.264434571186327E+01,1.301264300653740E-01
-1.356352236921079E+01,-1.273921514710873E+01,1.287126095958404E-01
-1.348087961180384E+01,-1.283353231807365E+01,1.272934875280126E-01
-1.340572207439528E+01,-1.291824409609329E+01,1.260065013041648E-01
-1.332194821177422E+01,-1.301150021073729E+01,1.245765682202867E-01
-1.324031473508668E+01,-1.310121283396258E+01,1.231874074712988E-01
-1.315538266140948E+01,-1.319335848328711E+01,1.217470159452669E-01
-1.307263431302596E+01,-1.328198842152525E+01,1.203473346392711E-01
-1.298655777107014E+01,-1.337300616933115E+01,1.188958834107662E-01
-1.289990665726631E+01,-1.346344391738106E+01,1.174391742602199E-01
-1.281550828398471E+01,-1.355040942621452E+01,1.160248749604350E-01
-1.272774043454547E+01,-1.363969792407885E+01,1.145575792483689E-01
-1.264226935920541E+01,-1.372554633565422E+01,1.131334530434017E-01
-1.255339889909536E+01,-1.381367557761551E+01,1.116566279418153E-01
-1.246397137338826E+01,-1.390121006294692E+01,1.101749779976662E-01
-1.238272266890665E+01,-1.397975816181364E+01,1.088320445318903E-01
-1.229224664523644E+01,-1.406614727711599E+01,1.073407823573271E-01
-1.220417044670008E+01,-1.414917057749724E+01,1.058930783075946E-01
-1.211262825656748E+01,-1.423435961693097E+01,1.043926819732587E-01
-1.202352965746513E+01,-1.431621628287780E+01,1.029358426691751E-01
-1.193093934784023E+01,-1.440019433013554E+01,1.014261102124959E-01
-1.183782140583769E+01,-1.448355224359957E+01,9.991189430130319E-02
-1.174720865581074E+01,-1.456362712647913E+01,9.844219377006676E-02
-1.165306477993410E+01,-1.464575310984216E+01,9.691849290885224E-02
-1.156146886704824E+01,-1.472462842832051E+01,9.544047729064470E-02
-1.146631799982679E+01,-1.480550925311749E+01,9.390868148294962E-02
-1.137066222383822E+01,-1.488575326659817E+01,9.237278764148377E-02
-1.128072388521226E+01,-1.496024168687338E+01,9.093191484967630E-02
-1.118410058195282E+01,-1.503924535097604E+01,8.938808543649523E-02
-1.109012231164563E+01,-1.511508460906836E+01,8.788991301334925E-02
-1.099252933861384E+01,-1.519281093969614E+01,8.633787694276329E-02
-1.089762259782532E+01,-1.526740595612921E+01,8.483175542178051E-02
