6.999326081455558E-01,5.049283072454090E+00,-3.644399779902174E-02
4.721851560382745E-01,5.085871054926002E+00,-3.149251377130931E-02
2.358569326451509E-01,5.112991901669115E+00,-2.630996535548480E-02
6.668863260019314E-03,5.128904667666855E+00,-2.124137285890844E-02
-2.301673134045673E-01,5.134703598970029E+00,-1.595985319818489E-02
-4.665204635762248E-01,5.129741951619985E+00,-1.064478198311036E-02
-6.791803183127073E-01,5.116074477551323E+00,-5.824649640475911E-03
-9.132755663944486E-01,5.090866171508178E+00,-4.768229272529792E-04
-1.138037544584423E+00,5.056496566980293E+00,4.699522886705778E-03
-1.367996811529467E+00,5.010813153568066E+00,1.003889968504083E-02
-1.587897210744040E+00,4.956913635315405E+00,1.518677060581082E-02
-1.811970942782749E+00,4.891377556869575E+00,2.047594300586337E-02
-2.032412580961851E+00,4.816031814426480E+00,2.572404412895096E-02
-2.241894763357117E+00,4.733978649297178E+00,3.075426879915655E-02
-2.453991808455631E+00,4.639970982181157E+00,3.589232618268404E-02
-2.654656964659787E+00,4.540296669068986E+00,4.079757250275672E-02
-2.856898805546175E+00,4.428560931017347E+00,4.578774421308399E-02
-3.053585219513259E+00,4.308214599486121E+00,5.068897384414273E-02
-3.226175359657312E+00,4.192346835302434E+00,5.503187472269216E-02
-3.411348502725374E+00,4.056406433460388E+00,5.973922865413234E-02
-3.584345389875445E+00,3.917467110583766E+00,6.418622506862265E-02
-3.756403156429736E+00,3.766574033157110E+00,6.866155029432179E-02
-3.916156097854642E+00,3.613766380344246E+00,7.286918958443618E-02
-4.073990146472124E+00,3.449181042704263E+00,7.708227387949895E-02
-4.224205151328552E+00,3.278140013475797E+00,8.115119705390762E-02
-4.362093868418041E+00,3.106803735856426E+00,8.494519094698565E-02
-4.496629775056303E+00,2.924099357739032E+00,8.871091917873725E-02
-4.618938196631364E+00,2.742151034454866E+00,9.219966735851645E-02
-4.736981933189091E+00,2.549187210770190E+00,9.563831871667935E-02
-4.846372599310398E+00,2.351563698884987E+00,9.890246547989823E-02
-4.940727923615587E+00,2.162804297687889E+00,1.017933124379822E-01
-5.032921600202483E+00,1.957237930756284E+00,1.047049343271085E-01
-5.113486642148508E+00,1.754931553820206E+00,1.073427533301110E-01
-5.187678947833526E+00,1.542777789134292E+00,1.098785293619248E-01
-5.250620375914177E+00,1.334828907075881E+00,1.121450086601182E-01
-5.306423693648142E+00,1.117603135117683E+00,1.142898762894688E-01
-5.352766728786079E+00,8.983827235347059E-01,1.162311967605689E-01
-5.388556340500966E+00,6.847085922460446E-01,1.179133722015821E-01
-5.416135597640162E+00,4.627192941972585E-01,1.194460071782244E-01
-5.433696640363946E+00,2.471032083733171E-01,1.207280122038890E-01
-5.442395950470180E+00,2.387257567985495E-02,1.218430089595460E-01
-5.441498350921255E+00,-1.993997376358689E-01,1.227433371621516E-01
-5.432451641619579E+00,-4.007761872710230E-01,1.233709069842513E-01
-5.413345860028098E+00,-6.230446650908231E-01,1.238594670137489E-01
-5.385798621853641E+00,-8.371043301721575E-01,1.241253859781119E-01
-5.348029497649399E+00,-1.056849740494493E+00,1.241859742706615E-01
-5.302543434604176E+00,-1.267745228261694E+00,1.240372406937796E-01
-5.246390997521051E+00,-1.483479170475823E+00,1.236695444511655E-01
-5.181034259557177E+00,-1.696608504896255E+00,1.230850719251464E-01
-5.109131172843082E+00,-1.900028037010484E+00,1.223140712154737E-01
-5.026012152272589E+00,-2.106941886005868E+00,1.213063885985047E-01
-4.937168246401479E+00,-2.303661401598217E+00,1.201285315677350E-01
-4.836824727355610E+00,-2.502950104963521E+00,1.187038707460747E-01
-4.727970213854944E+00,-2.697833579609036E+00,1.170704164898333E-01
-4.622481312649009E+00,-2.869779586776902E+00,1.154176379832559E-01
-4.497929082373687E+00,-3.055314248585361E+00,1.133941056784149E-01
-4.369815460305220E+00,-3.229719747749625E+00,1.112449997925066E-01
-4.229814445600244E+00,-3.404299759299367E+00,1.088304797299445E-01
-4.087175175862797E+00,-3.567490130263823E+00,1.063099184672479E-01
-3.932625391471131E+00,-3.729864654261422E+00,1.035192483276619E-01
-3.771052571872227E+00,-3.885575319390420E+00,1.005438379297354E-01
-3.608257202273240E+00,-4.029635255025714E+00,9.749300062340631E-02
-3.433659589313866E+00,-4.171368573274645E+00,9.416814124138752E-02
-3.258794637235251E+00,-4.301369001365961E+00,9.078880119771503E-02
-3.072302462016361E+00,-4.428037935682004E+00,8.713534741369837E-02
-2.880231495228065E+00,-4.546658310755845E+00,8.332375436025447E-02
-2.702223520218507E+00,-4.646674803088168E+00,7.975030889865881E-02
-2.500444682469884E+00,-4.749300569520202E+00,7.565533078291958E-02
-2.300789428548223E+00,-4.840299226038821E+00,7.155985652918138E-02
-2.090298644083479E+00,-4.925525060474658E+00,6.719784257785481E-02
-1.882899638785996E+00,-4.999291288402560E+00,6.285764806766578E-02
