-3.865909998378513E+00,4.054682840766427E+00,1.005809737755918E+00
-4.137509420980839E+00,4.008104960335563E+00,9.862748423197575E-01
-4.412360670040653E+00,3.954351729464138E+00,9.647030927341791E-01
-4.672818151752000E+00,3.897369185887465E+00,9.426137724576249E-01
-4.936354580728811E+00,3.833812872521699E+00,9.186548899795591E-01
-5.194319692204118E+00,3.765925243207604E+00,8.936549623209312E-01
-5.422643517904540E+00,3.701205708345612E+00,8.702639822065328E-01
-5.670381362594828E+00,3.626108564607376E+00,8.435540512202230E-01
-5.905205157573344E+00,3.550280054085406E+00,8.169681071450877E-01
-6.142910106073707E+00,3.468949540079081E+00,7.888069321987690E-01
-6.368295184807044E+00,3.387612451447751E+00,7.609506850736408E-01
-6.596799025536204E+00,3.301296487191142E+00,7.315768800932869E-01
-6.820742812023533E+00,3.212667108553672E+00,7.017407446787298E-01
-7.033216015187244E+00,3.124895273601949E+00,6.724212989685635E-01
-7.248518306922134E+00,3.032309032708914E+00,6.417079470853713E-01
-7.452885679575632E+00,2.941039334282346E+00,6.116200641924865E-01
-7.660071739329304E+00,2.845153624390506E+00,5.801869973637352E-01
-7.863328934200922E+00,2.747813600608616E+00,5.484375892675268E-01
-8.043650575674716E+00,2.658758667673460E+00,5.195116367072096E-01
-8.239805431965225E+00,2.559027100688752E+00,4.872310638392237E-01
-8.426283264709154E+00,2.461496223615756E+00,4.557497620544850E-01
-8.615697375356655E+00,2.359799284044084E+00,4.229709485813348E-01
-8.796089660784903E+00,2.260664037281690E+00,3.909826278958743E-01
-8.980155879949692E+00,2.157842103653307E+00,3.575094131959537E-01
-9.152862790330955E+00,2.025086364397356E+00,3.428218813263560E-01
-9.191688189230083E+00,1.734670372530681E+00,4.303675460110377E-01
-9.228722113742551E+00,1.437791970773591E+00,5.182418467344776E-01
-9.261526815904229E+00,1.150561154120176E+00,6.027126906421924E-01
-9.292251331439200E+00,8.536703704148747E-01,6.895888462738302E-01
-9.319739284169682E+00,5.566602783695112E-01,7.761068723220022E-01
-9.342523030742607E+00,2.787391070271486E-01,8.567302221175559E-01
-9.363752262362802E+00,-1.836183166315245E-02,9.425743642088620E-01
-9.381236955419922E+00,-3.058152987990545E-01,1.025303390989843E+00
-9.396168096490545E+00,-6.026993220979963E-01,1.110416468050808E+00
-9.407614062729371E+00,-8.897766046369914E-01,1.192405698623054E+00
-9.416378848899946E+00,-1.186099514841242E+00,1.276719408736011E+00
-9.422078329658932E+00,-1.482009274786419E+00,1.360600408727474E+00
-9.424725040352582E+00,-1.767902496556078E+00,1.441347718936438E+00
-9.424551798414848E+00,-2.062761490023695E+00,1.524329330546788E+00
-9.421627682992520E+00,-2.347492614761810E+00,1.604178321172072E+00
-9.415822449512536E+00,-2.641007272866584E+00,1.686205628311739E+00
-9.407258690602250E+00,-2.933735700082951E+00,1.767730825227111E+00
-9.397214761428469E+00,-3.197408142971699E+00,1.840927026510189E+00
-9.383609205138489E+00,-3.488473192342175E+00,1.921471865964093E+00
-9.368027511226314E+00,-3.769243604380204E+00,1.998918587268197E+00
-9.349507838925001E+00,-4.058392310145009E+00,2.078425410355167E+00
-9.329319136598839E+00,-4.337224734709871E+00,2.154859552074308E+00
-9.306194178205935E+00,-4.624292499650733E+00,2.233314534938884E+00
-9.280849000526858E+00,-4.910250862272269E+00,2.311233045944633E+00
-9.254284109168417E+00,-5.185901221952583E+00,2.386127653783388E+00
-9.224807262718025E+00,-5.469597611140334E+00,2.462992806242946E+00
-9.194393288418439E+00,-5.743019752833403E+00,2.536871707448130E+00
-9.161088994852546E+00,-6.024380687590226E+00,2.612692882792187E+00
-9.125951102530552E+00,-6.304534890664796E+00,2.687989266402984E+00
-9.092697764373906E+00,-6.556531631593075E+00,2.755551845981332E+00
-9.054269435101805E+00,-6.834362412899241E+00,2.829863480833405E+00
-9.015532560755924E+00,-7.102060129650673E+00,2.901293544577052E+00
-8.973971916859849E+00,-7.377469563247064E+00,2.974610510182836E+00
-8.932331571642324E+00,-7.642823384396095E+00,3.045090897320739E+00
-8.887898282294811E+00,-7.915816061511801E+00,3.117440610196107E+00
-8.842097225128965E+00,-8.187588397366037E+00,3.189310000036273E+00
-8.796526782245101E+00,-8.449438117982863E+00,3.258411200847861E+00
-8.748204300036518E+00,-8.718829677428438E+00,3.329358900317068E+00
-8.700298479279553E+00,-8.978391175910174E+00,3.397583614590292E+00
-8.649667936334454E+00,-9.245436847291471E+00,3.467641989592212E+00
-8.597941754735094E+00,-9.511307998354569E+00,3.537261107721814E+00
-8.550319777373572E+00,-9.750451148883398E+00,3.599772465963377E+00
-8.496639897533766E+00,-1.001412398019261E+01,3.668579256521661E+00
-8.443775411686454E+00,-1.026821081456216E+01,3.734771760708014E+00
-8.388242948426251E+00,-1.052966377759013E+01,3.802771076709764E+00
-8.333664153961500E+00,-1.078162780580795E+01,3.868198093945730E+00
-8.276439748776324E+00,-1.104091532581290E+01,3.935422801348137E+00
-8.218413824148078E+00,-1.129912561465292E+01,4.002266298043890E+00
-8.161531455035382E+00,-1.154799719060330E+01,4.066598362511901E+00
-8.102033444786102E+00,-1.180413907953398E+01,4.132715593056299E+00
-8.043787767903517E+00,-1.205104179078538E+01,4.196359737877967E+00
-7.982940834437749E+00,-1.230518149488569E+01,4.261781325286234E+00
-7.921451859474618E+00,-1.255832740722644E+01,4.326860790741310E+00
-7.863374125366978E+00,-1.279425493341962E+01,4.387438597777824E+00
